Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Daniel,"My Daemon: Season 1: ""Corrupted Soul""",DefaultWidevineAndroidPhone,2025-03-23 04:22:22,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":744,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":6995,""mediaOffsetMs"":9666},{""eventType"":""playing"",""sessionOffsetMs"":23984,""mediaOffsetMs"":35712},{""eventType"":""playing"",""sessionOffsetMs"":36354,""mediaOffsetMs"":53973},{""eventType"":""paused"",""sessionOffsetMs"":45998,""mediaOffsetMs"":67467},{""eventType"":""reposition"",""sessionOffsetMs"":45998,""mediaOffsetMs"":156000},{""eventType"":""playing"",""sessionOffsetMs"":46061,""mediaOffsetMs"":147968},{""eventType"":""paused"",""sessionOffsetMs"":46881,""mediaOffsetMs"":148979},{""eventType"":""reposition"",""sessionOffsetMs"":46881,""mediaOffsetMs"":158979},{""eventType"":""playing"",""sessionOffsetMs"":46942,""mediaOffsetMs"":157269},{""eventType"":""paused"",""sessionOffsetMs"":104520,""mediaOffsetMs"":243372},{""eventType"":""reposition"",""sessionOffsetMs"":104520,""mediaOffsetMs"":253372},{""eventType"":""playing"",""sessionOffsetMs"":104583,""mediaOffsetMs"":247166},{""eventType"":""paused"",""sessionOffsetMs"":145472,""mediaOffsetMs"":308031},{""eventType"":""reposition"",""sessionOffsetMs"":248419,""mediaOffsetMs"":307937},{""eventType"":""playing"",""sessionOffsetMs"":248585,""mediaOffsetMs"":306432},{""eventType"":""paused"",""sessionOffsetMs"":830626,""mediaOffsetMs"":1179128},{""eventType"":""reposition"",""sessionOffsetMs"":830626,""mediaOffsetMs"":1189128},{""eventType"":""playing"",""sessionOffsetMs"":830742,""mediaOffsetMs"":1183104},{""eventType"":""paused"",""sessionOffsetMs"":846076,""mediaOffsetMs"":1205835},{""eventType"":""stopped"",""sessionOffsetMs"":846190,""mediaOffsetMs"":1205835}]"
Daniel,"My Daemon: Season 1: ""Friend or Foe""",DefaultWidevineAndroidPhone,2025-03-23 04:16:00,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":565802},{""eventType"":""playing"",""sessionOffsetMs"":2093,""mediaOffsetMs"":565802},{""eventType"":""paused"",""sessionOffsetMs"":14234,""mediaOffsetMs"":582512},{""eventType"":""playing"",""sessionOffsetMs"":16183,""mediaOffsetMs"":582522},{""eventType"":""playing"",""sessionOffsetMs"":18094,""mediaOffsetMs"":586581},{""eventType"":""paused"",""sessionOffsetMs"":233288,""mediaOffsetMs"":908224},{""eventType"":""reposition"",""sessionOffsetMs"":233288,""mediaOffsetMs"":918224},{""eventType"":""playing"",""sessionOffsetMs"":233380,""mediaOffsetMs"":915306},{""eventType"":""paused"",""sessionOffsetMs"":234786,""mediaOffsetMs"":917103},{""eventType"":""reposition"",""sessionOffsetMs"":234786,""mediaOffsetMs"":927103},{""eventType"":""playing"",""sessionOffsetMs"":234846,""mediaOffsetMs"":923333},{""eventType"":""paused"",""sessionOffsetMs"":236036,""mediaOffsetMs"":924200},{""eventType"":""reposition"",""sessionOffsetMs"":236036,""mediaOffsetMs"":934200},{""eventType"":""playing"",""sessionOffsetMs"":236096,""mediaOffsetMs"":931434},{""eventType"":""paused"",""sessionOffsetMs"":237777,""mediaOffsetMs"":933678},{""eventType"":""reposition"",""sessionOffsetMs"":237777,""mediaOffsetMs"":943678},{""eventType"":""playing"",""sessionOffsetMs"":237831,""mediaOffsetMs"":942549},{""eventType"":""paused"",""sessionOffsetMs"":239292,""mediaOffsetMs"":944448},{""eventType"":""reposition"",""sessionOffsetMs"":239292,""mediaOffsetMs"":954448},{""eventType"":""playing"",""sessionOffsetMs"":239339,""mediaOffsetMs"":952750},{""eventType"":""paused"",""sessionOffsetMs"":309113,""mediaOffsetMs"":1057144},{""eventType"":""reposition"",""sessionOffsetMs"":309113,""mediaOffsetMs"":1067144},{""eventType"":""playing"",""sessionOffsetMs"":309221,""mediaOffsetMs"":1063210},{""eventType"":""paused"",""sessionOffsetMs"":323140,""mediaOffsetMs"":1083780},{""eventType"":""reposition"",""sessionOffsetMs"":323140,""mediaOffsetMs"":1093780},{""eventType"":""playing"",""sessionOffsetMs"":323184,""mediaOffsetMs"":1087765},{""eventType"":""paused"",""sessionOffsetMs"":324246,""mediaOffsetMs"":1089111},{""eventType"":""reposition"",""sessionOffsetMs"":324246,""mediaOffsetMs"":1099111},{""eventType"":""playing"",""sessionOffsetMs"":324293,""mediaOffsetMs"":1095552},{""eventType"":""paused"",""sessionOffsetMs"":325193,""mediaOffsetMs"":1096664},{""eventType"":""reposition"",""sessionOffsetMs"":325193,""mediaOffsetMs"":1106664},{""eventType"":""playing"",""sessionOffsetMs"":325243,""mediaOffsetMs"":1105045},{""eventType"":""stopped"",""sessionOffsetMs"":382376,""mediaOffsetMs"":1190232}]"
Daniel,"My Daemon: Season 1: ""Friend or Foe""",DefaultWidevineAndroidPhone,2025-03-23 03:02:18,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":565802},{""eventType"":""playing"",""sessionOffsetMs"":1258,""mediaOffsetMs"":565802},{""eventType"":""paused"",""sessionOffsetMs"":4874,""mediaOffsetMs"":569112},{""eventType"":""reposition"",""sessionOffsetMs"":4915,""mediaOffsetMs"":210000},{""eventType"":""playing"",""sessionOffsetMs"":5475,""mediaOffsetMs"":210005},{""eventType"":""paused"",""sessionOffsetMs"":14782,""mediaOffsetMs"":222436},{""eventType"":""reposition"",""sessionOffsetMs"":14813,""mediaOffsetMs"":230000},{""eventType"":""playing"",""sessionOffsetMs"":14873,""mediaOffsetMs"":228437},{""eventType"":""paused"",""sessionOffsetMs"":15291,""mediaOffsetMs"":228904},{""eventType"":""reposition"",""sessionOffsetMs"":15344,""mediaOffsetMs"":290000},{""eventType"":""playing"",""sessionOffsetMs"":15353,""mediaOffsetMs"":263082},{""eventType"":""playing"",""sessionOffsetMs"":15397,""mediaOffsetMs"":283541},{""eventType"":""paused"",""sessionOffsetMs"":15995,""mediaOffsetMs"":283751},{""eventType"":""reposition"",""sessionOffsetMs"":16096,""mediaOffsetMs"":340000},{""eventType"":""playing"",""sessionOffsetMs"":16158,""mediaOffsetMs"":333717},{""eventType"":""paused"",""sessionOffsetMs"":16740,""mediaOffsetMs"":334402},{""eventType"":""reposition"",""sessionOffsetMs"":16788,""mediaOffsetMs"":420000},{""eventType"":""playing"",""sessionOffsetMs"":17047,""mediaOffsetMs"":419208},{""eventType"":""paused"",""sessionOffsetMs"":18021,""mediaOffsetMs"":420437},{""eventType"":""reposition"",""sessionOffsetMs"":18021,""mediaOffsetMs"":430437},{""eventType"":""playing"",""sessionOffsetMs"":18090,""mediaOffsetMs"":428885},{""eventType"":""paused"",""sessionOffsetMs"":18654,""mediaOffsetMs"":429552},{""eventType"":""reposition"",""sessionOffsetMs"":18654,""mediaOffsetMs"":439552},{""eventType"":""playing"",""sessionOffsetMs"":18739,""mediaOffsetMs"":438416},{""eventType"":""paused"",""sessionOffsetMs"":20155,""mediaOffsetMs"":440293},{""eventType"":""reposition"",""sessionOffsetMs"":20155,""mediaOffsetMs"":450293},{""eventType"":""playing"",""sessionOffsetMs"":20219,""mediaOffsetMs"":448554},{""eventType"":""paused"",""sessionOffsetMs"":20871,""mediaOffsetMs"":449354},{""eventType"":""reposition"",""sessionOffsetMs"":20871,""mediaOffsetMs"":459354},{""eventType"":""playing"",""sessionOffsetMs"":20872,""mediaOffsetMs"":459354},{""eventType"":""stopped"",""sessionOffsetMs"":27700,""mediaOffsetMs"":466183}]"
Daniel,Kung Fu Panda 2_hook_primary_16x9,DefaultWidevineAndroidPhone,2025-03-23 00:55:06,CA,"[{""eventType"":""start"",""sessionOffsetMs"":2,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":7378,""mediaOffsetMs"":0}]"
Daniel,"My Daemon: Season 1: ""Friend or Foe""",DefaultWidevineAndroidPhone,2025-03-23 00:54:46,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":492416},{""eventType"":""playing"",""sessionOffsetMs"":2418,""mediaOffsetMs"":492416},{""eventType"":""playing"",""sessionOffsetMs"":18737,""mediaOffsetMs"":509291},{""eventType"":""playing"",""sessionOffsetMs"":37447,""mediaOffsetMs"":527916},{""eventType"":""playing"",""sessionOffsetMs"":52987,""mediaOffsetMs"":543458},{""eventType"":""playing"",""sessionOffsetMs"":65627,""mediaOffsetMs"":556083},{""eventType"":""paused"",""sessionOffsetMs"":80094,""mediaOffsetMs"":569928},{""eventType"":""stopped"",""sessionOffsetMs"":980599,""mediaOffsetMs"":569937}]"
Daniel,"My Daemon: Season 1: ""Friend or Foe""",DefaultWidevineAndroidPhone,2025-03-22 23:12:22,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":634,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11403,""mediaOffsetMs"":8650},{""eventType"":""reposition"",""sessionOffsetMs"":11403,""mediaOffsetMs"":18650},{""eventType"":""playing"",""sessionOffsetMs"":11533,""mediaOffsetMs"":12916},{""eventType"":""paused"",""sessionOffsetMs"":12180,""mediaOffsetMs"":13145},{""eventType"":""reposition"",""sessionOffsetMs"":12180,""mediaOffsetMs"":23145},{""eventType"":""playing"",""sessionOffsetMs"":12218,""mediaOffsetMs"":19916},{""eventType"":""paused"",""sessionOffsetMs"":13029,""mediaOffsetMs"":20336},{""eventType"":""reposition"",""sessionOffsetMs"":13029,""mediaOffsetMs"":30336},{""eventType"":""playing"",""sessionOffsetMs"":13075,""mediaOffsetMs"":29000},{""eventType"":""paused"",""sessionOffsetMs"":20047,""mediaOffsetMs"":35809},{""eventType"":""reposition"",""sessionOffsetMs"":20047,""mediaOffsetMs"":124000},{""eventType"":""playing"",""sessionOffsetMs"":20159,""mediaOffsetMs"":100821},{""eventType"":""playing"",""sessionOffsetMs"":20267,""mediaOffsetMs"":116437},{""eventType"":""paused"",""sessionOffsetMs"":21644,""mediaOffsetMs"":117606},{""eventType"":""reposition"",""sessionOffsetMs"":21644,""mediaOffsetMs"":127606},{""eventType"":""playing"",""sessionOffsetMs"":21660,""mediaOffsetMs"":124629},{""eventType"":""playing"",""sessionOffsetMs"":21757,""mediaOffsetMs"":125717},{""eventType"":""paused"",""sessionOffsetMs"":22554,""mediaOffsetMs"":126377},{""eventType"":""reposition"",""sessionOffsetMs"":22554,""mediaOffsetMs"":136377},{""eventType"":""playing"",""sessionOffsetMs"":22687,""mediaOffsetMs"":134506},{""eventType"":""paused"",""sessionOffsetMs"":303825,""mediaOffsetMs"":415459},{""eventType"":""reposition"",""sessionOffsetMs"":303825,""mediaOffsetMs"":425449},{""eventType"":""playing"",""sessionOffsetMs"":304009,""mediaOffsetMs"":424375},{""eventType"":""paused"",""sessionOffsetMs"":306356,""mediaOffsetMs"":426542},{""eventType"":""reposition"",""sessionOffsetMs"":306356,""mediaOffsetMs"":436542},{""eventType"":""playing"",""sessionOffsetMs"":306394,""mediaOffsetMs"":428842},{""eventType"":""playing"",""sessionOffsetMs"":306440,""mediaOffsetMs"":434752},{""eventType"":""paused"",""sessionOffsetMs"":365490,""mediaOffsetMs"":493627},{""eventType"":""stopped"",""sessionOffsetMs"":1712817,""mediaOffsetMs"":493631}]"
Daniel,Season 1 Supporting Character Clip: My Daemon,DefaultWidevineAndroidPhone,2025-03-22 22:11:32,CA,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":13342,""mediaOffsetMs"":0}]"
Daniel,"My Daemon: Season 1: ""A Tough Decision""",DefaultWidevineAndroidPhone,2025-03-22 22:10:56,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1467,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":13373,""mediaOffsetMs"":12458},{""eventType"":""playing"",""sessionOffsetMs"":17118,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":17120,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":36570,""mediaOffsetMs"":19840},{""eventType"":""playing"",""sessionOffsetMs"":36840,""mediaOffsetMs"":19875},{""eventType"":""paused"",""sessionOffsetMs"":91638,""mediaOffsetMs"":74005},{""eventType"":""reposition"",""sessionOffsetMs"":91638,""mediaOffsetMs"":156000},{""eventType"":""playing"",""sessionOffsetMs"":91658,""mediaOffsetMs"":133034},{""eventType"":""playing"",""sessionOffsetMs"":91700,""mediaOffsetMs"":148625},{""eventType"":""playing"",""sessionOffsetMs"":785775,""mediaOffsetMs"":843221},{""eventType"":""paused"",""sessionOffsetMs"":819147,""mediaOffsetMs"":875852},{""eventType"":""reposition"",""sessionOffsetMs"":819147,""mediaOffsetMs"":865852},{""eventType"":""playing"",""sessionOffsetMs"":819262,""mediaOffsetMs"":865208},{""eventType"":""playing"",""sessionOffsetMs"":1014679,""mediaOffsetMs"":1061077},{""eventType"":""paused"",""sessionOffsetMs"":1151217,""mediaOffsetMs"":1196969},{""eventType"":""reposition"",""sessionOffsetMs"":1151291,""mediaOffsetMs"":1050000},{""eventType"":""playing"",""sessionOffsetMs"":1151429,""mediaOffsetMs"":1045546},{""eventType"":""playing"",""sessionOffsetMs"":1152549,""mediaOffsetMs"":1048958},{""eventType"":""paused"",""sessionOffsetMs"":1153051,""mediaOffsetMs"":1049365},{""eventType"":""reposition"",""sessionOffsetMs"":1729860,""mediaOffsetMs"":483059},{""eventType"":""playing"",""sessionOffsetMs"":1730009,""mediaOffsetMs"":1048958},{""eventType"":""paused"",""sessionOffsetMs"":1740094,""mediaOffsetMs"":1058512},{""eventType"":""reposition"",""sessionOffsetMs"":3465541,""mediaOffsetMs"":492217},{""eventType"":""playing"",""sessionOffsetMs"":3465840,""mediaOffsetMs"":1054378},{""eventType"":""playing"",""sessionOffsetMs"":3470996,""mediaOffsetMs"":1061077},{""eventType"":""paused"",""sessionOffsetMs"":3573815,""mediaOffsetMs"":1214647},{""eventType"":""reposition"",""sessionOffsetMs"":3573815,""mediaOffsetMs"":1204647},{""eventType"":""playing"",""sessionOffsetMs"":3573934,""mediaOffsetMs"":1203797},{""eventType"":""paused"",""sessionOffsetMs"":3574635,""mediaOffsetMs"":1204631},{""eventType"":""reposition"",""sessionOffsetMs"":3574635,""mediaOffsetMs"":1194631},{""eventType"":""playing"",""sessionOffsetMs"":3574698,""mediaOffsetMs"":1192725},{""eventType"":""paused"",""sessionOffsetMs"":3575377,""mediaOffsetMs"":1193540},{""eventType"":""reposition"",""sessionOffsetMs"":3575377,""mediaOffsetMs"":1183540},{""eventType"":""playing"",""sessionOffsetMs"":3575426,""mediaOffsetMs"":1180714},{""eventType"":""paused"",""sessionOffsetMs"":3576211,""mediaOffsetMs"":1181668},{""eventType"":""reposition"",""sessionOffsetMs"":3576211,""mediaOffsetMs"":1171668},{""eventType"":""playing"",""sessionOffsetMs"":3576258,""mediaOffsetMs"":1168125},{""eventType"":""paused"",""sessionOffsetMs"":3577395,""mediaOffsetMs"":1169544},{""eventType"":""reposition"",""sessionOffsetMs"":3577395,""mediaOffsetMs"":1159544},{""eventType"":""playing"",""sessionOffsetMs"":3577456,""mediaOffsetMs"":1159125},{""eventType"":""playing"",""sessionOffsetMs"":3633925,""mediaOffsetMs"":1244330},{""eventType"":""paused"",""sessionOffsetMs"":3686601,""mediaOffsetMs"":1322386},{""eventType"":""stopped"",""sessionOffsetMs"":3686917,""mediaOffsetMs"":1322386}]"
Daniel,"My Daemon: Season 1: ""The Grave Journey""",DefaultWidevineAndroidPhone,2025-03-22 22:10:12,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":561},{""eventType"":""playing"",""sessionOffsetMs"":1319,""mediaOffsetMs"":561},{""eventType"":""stopped"",""sessionOffsetMs"":17516,""mediaOffsetMs"":16550}]"
Daniel,"My Daemon: Season 1: ""The Grave Journey""",DefaultWidevineAndroidPhone,2025-03-22 21:53:43,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-22 21:52:50,CA,[]
Daniel,"My Daemon: Season 1: ""The Grave Journey""",DefaultWidevineAndroidPhone,2025-03-22 21:44:28,CA,[]
Daniel,Modest Heroes: Ponoc Short Films Theatre,DefaultWidevineAndroidPhone,2025-03-22 21:36:53,CA,[]
Daniel,"The Disastrous Life of Saiki K.: Season 1: ""Episode 4""",DefaultWidevineAndroidPhone,2025-03-22 21:35:24,CA,[]
Daniel,Modest Heroes: Ponoc Short Films Theatre,DefaultWidevineAndroidPhone,2025-03-22 21:23:05,CA,[]
Daniel,Modest Heroes: Ponoc Short Films Theatre,DefaultWidevineAndroidPhone,2025-03-22 20:19:38,CA,[]
Daniel,Modest Heroes: Ponoc Short Films Theatre,DefaultWidevineAndroidPhone,2025-03-22 20:19:19,CA,[]
Daniel,"My Daemon: Season 1: ""The Grave Journey""",DefaultWidevineAndroidPhone,2025-03-22 20:00:17,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-22 19:58:18,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-21 17:23:45,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-21 04:34:32,CA,[]
Daniel,Despicable Me,DefaultWidevineAndroidPhone,2025-03-17 15:01:54,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2213546},{""eventType"":""playing"",""sessionOffsetMs"":1010,""mediaOffsetMs"":2213546},{""eventType"":""paused"",""sessionOffsetMs"":661233,""mediaOffsetMs"":2873583},{""eventType"":""reposition"",""sessionOffsetMs"":661233,""mediaOffsetMs"":2863583},{""eventType"":""playing"",""sessionOffsetMs"":661351,""mediaOffsetMs"":2863402},{""eventType"":""stopped"",""sessionOffsetMs"":671568,""mediaOffsetMs"":2873260}]"
Daniel,Despicable Me,DefaultWidevineAndroidPhone,2025-03-17 04:18:23,CA,[]
Daniel,"Disenchantment: Part 3: ""Beanie Get Your Gun""",DefaultWidevineAndroidPhone,2025-03-16 01:39:54,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1534336},{""eventType"":""playing"",""sessionOffsetMs"":1493,""mediaOffsetMs"":1534336},{""eventType"":""playing"",""sessionOffsetMs"":60660,""mediaOffsetMs"":1594197},{""eventType"":""playing"",""sessionOffsetMs"":81645,""mediaOffsetMs"":1614976},{""eventType"":""paused"",""sessionOffsetMs"":187353,""mediaOffsetMs"":1720026},{""eventType"":""stopped"",""sessionOffsetMs"":191409,""mediaOffsetMs"":1720038}]"
Daniel,"Disenchantment: Part 3: ""Beanie Get Your Gun""",DefaultWidevineAndroidPhone,2025-03-16 00:44:23,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":737,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6435,""mediaOffsetMs"":3509},{""eventType"":""playing"",""sessionOffsetMs"":22754,""mediaOffsetMs"":3524},{""eventType"":""playing"",""sessionOffsetMs"":52710,""mediaOffsetMs"":34304},{""eventType"":""playing"",""sessionOffsetMs"":116795,""mediaOffsetMs"":98261},{""eventType"":""playing"",""sessionOffsetMs"":1444702,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1444735,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1454661,""mediaOffsetMs"":10176},{""eventType"":""playing"",""sessionOffsetMs"":1460815,""mediaOffsetMs"":1424798},{""eventType"":""playing"",""sessionOffsetMs"":1460817,""mediaOffsetMs"":1424768},{""eventType"":""paused"",""sessionOffsetMs"":1575757,""mediaOffsetMs"":1539163},{""eventType"":""stopped"",""sessionOffsetMs"":1576272,""mediaOffsetMs"":1539182}]"
Daniel,The Imaginary,DefaultWidevineAndroidPhone,2025-03-14 20:46:09,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":4662358},{""eventType"":""playing"",""sessionOffsetMs"":710,""mediaOffsetMs"":4662358},{""eventType"":""paused"",""sessionOffsetMs"":3819,""mediaOffsetMs"":4665660},{""eventType"":""reposition"",""sessionOffsetMs"":3819,""mediaOffsetMs"":4655660},{""eventType"":""playing"",""sessionOffsetMs"":3873,""mediaOffsetMs"":4649083},{""eventType"":""paused"",""sessionOffsetMs"":5562,""mediaOffsetMs"":4651328},{""eventType"":""reposition"",""sessionOffsetMs"":5562,""mediaOffsetMs"":4641328},{""eventType"":""playing"",""sessionOffsetMs"":5645,""mediaOffsetMs"":4634583},{""eventType"":""paused"",""sessionOffsetMs"":6984,""mediaOffsetMs"":4636343},{""eventType"":""reposition"",""sessionOffsetMs"":6984,""mediaOffsetMs"":4626343},{""eventType"":""playing"",""sessionOffsetMs"":7067,""mediaOffsetMs"":4625962},{""eventType"":""paused"",""sessionOffsetMs"":8717,""mediaOffsetMs"":4628144},{""eventType"":""reposition"",""sessionOffsetMs"":8717,""mediaOffsetMs"":4618144},{""eventType"":""playing"",""sessionOffsetMs"":8769,""mediaOffsetMs"":4617333},{""eventType"":""paused"",""sessionOffsetMs"":603909,""mediaOffsetMs"":5509766},{""eventType"":""reposition"",""sessionOffsetMs"":603909,""mediaOffsetMs"":5519766},{""eventType"":""playing"",""sessionOffsetMs"":604040,""mediaOffsetMs"":5518208},{""eventType"":""paused"",""sessionOffsetMs"":607084,""mediaOffsetMs"":5522539},{""eventType"":""reposition"",""sessionOffsetMs"":607084,""mediaOffsetMs"":5532539},{""eventType"":""playing"",""sessionOffsetMs"":607135,""mediaOffsetMs"":5527791},{""eventType"":""paused"",""sessionOffsetMs"":607818,""mediaOffsetMs"":5528662},{""eventType"":""reposition"",""sessionOffsetMs"":607818,""mediaOffsetMs"":5538662},{""eventType"":""playing"",""sessionOffsetMs"":607865,""mediaOffsetMs"":5534250},{""eventType"":""paused"",""sessionOffsetMs"":608743,""mediaOffsetMs"":5534996},{""eventType"":""reposition"",""sessionOffsetMs"":608743,""mediaOffsetMs"":5544996},{""eventType"":""playing"",""sessionOffsetMs"":608800,""mediaOffsetMs"":5540708},{""eventType"":""paused"",""sessionOffsetMs"":609476,""mediaOffsetMs"":5541606},{""eventType"":""reposition"",""sessionOffsetMs"":609476,""mediaOffsetMs"":5551606},{""eventType"":""playing"",""sessionOffsetMs"":609527,""mediaOffsetMs"":5548458},{""eventType"":""stopped"",""sessionOffsetMs"":1056473,""mediaOffsetMs"":6218228}]"
Daniel,The Imaginary,DefaultWidevineAndroidPhone,2025-03-14 19:46:57,CA,[]
Daniel,Despicable Me,DefaultWidevineAndroidPhone,2025-03-14 19:46:31,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2935083},{""eventType"":""playing"",""sessionOffsetMs"":854,""mediaOffsetMs"":2935083},{""eventType"":""stopped"",""sessionOffsetMs"":17322,""mediaOffsetMs"":2951293}]"
Daniel,"Disenchantment: Part 3: ""You're the Bean""",DefaultWidevineAndroidPhone,2025-03-14 19:43:21,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1227477},{""eventType"":""playing"",""sessionOffsetMs"":1306,""mediaOffsetMs"":1227477},{""eventType"":""stopped"",""sessionOffsetMs"":171924,""mediaOffsetMs"":1397695}]"
Daniel,"Disenchantment: Part 3: ""The Madness of King Zøg""",DefaultWidevineAndroidPhone,2025-03-14 19:08:40,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":255256},{""eventType"":""playing"",""sessionOffsetMs"":196,""mediaOffsetMs"":255256},{""eventType"":""paused"",""sessionOffsetMs"":194452,""mediaOffsetMs"":449311},{""eventType"":""reposition"",""sessionOffsetMs"":218090,""mediaOffsetMs"":449248},{""eventType"":""playing"",""sessionOffsetMs"":218945,""mediaOffsetMs"":446981},{""eventType"":""paused"",""sessionOffsetMs"":1345025,""mediaOffsetMs"":1572901}]"
Daniel,"Disenchantment: Part 3: ""You're the Bean""",DefaultWidevineAndroidPhone,2025-03-14 19:06:16,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1227499},{""eventType"":""playing"",""sessionOffsetMs"":1122,""mediaOffsetMs"":1227499},{""eventType"":""stopped"",""sessionOffsetMs"":145197,""mediaOffsetMs"":1371372}]"
Daniel,"Disenchantment: Part 3: ""The Madness of King Zøg""",DefaultWidevineAndroidPhone,2025-03-14 18:57:08,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-14 18:56:56,CA,[]
Daniel,Klaus,DefaultWidevineAndroidPhone,2025-03-14 17:52:23,CA,[]
Daniel,The Nut Job,DefaultWidevineAndroidPhone,2025-03-14 17:21:10,CA,[]
Daniel,Despicable Me,DefaultWidevineAndroidPhone,2025-03-14 17:05:58,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2577536},{""eventType"":""playing"",""sessionOffsetMs"":1218,""mediaOffsetMs"":2577536},{""eventType"":""paused"",""sessionOffsetMs"":3793,""mediaOffsetMs"":2579903},{""eventType"":""reposition"",""sessionOffsetMs"":3885,""mediaOffsetMs"":1610000},{""eventType"":""playing"",""sessionOffsetMs"":3936,""mediaOffsetMs"":1602392},{""eventType"":""stopped"",""sessionOffsetMs"":903361,""mediaOffsetMs"":2501817}]"
Daniel,The Nut Job,DefaultWidevineAndroidPhone,2025-03-14 12:35:17,CA,[]
Daniel,"Violet Evergarden: Season 1: ""Episode 3""",DefaultWidevineAndroidPhone,2025-03-14 12:21:58,CA,[]
Daniel,"Violet Evergarden: Season 1: ""Episode 2""",DefaultWidevineAndroidPhone,2025-03-14 11:57:28,CA,[]
Daniel,"Violet Evergarden: Season 1: ""Episode 2""",DefaultWidevineAndroidPhone,2025-03-14 11:32:44,CA,[]
Daniel,The Nut Job_hook_primary_16x9,DefaultWidevineAndroidPhone,2025-03-14 05:07:56,CA,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":17209,""mediaOffsetMs"":0}]"
Daniel,Limited Series Clip 8: Adolescence,DefaultWidevineAndroidPhone,2025-03-14 04:58:42,CA,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2893,""mediaOffsetMs"":0}]"
Daniel,Season 1 Cliffhanger Clip: Yakitori: Soldiers of Misfortune,DefaultWidevineAndroidPhone,2025-03-14 04:58:42,CA,"[{""eventType"":""start"",""sessionOffsetMs"":2,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4263,""mediaOffsetMs"":0}]"
Daniel,Hop_hook_primary_16x9_backfill,DefaultWidevineAndroidPhone,2025-03-14 04:58:42,CA,"[{""eventType"":""start"",""sessionOffsetMs"":2,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":13774,""mediaOffsetMs"":0}]"
Daniel,Chi: About the Movement of the Earth: Season 1_hook_primary_16x9,DefaultWidevineAndroidPhone,2025-03-14 04:58:42,CA,"[{""eventType"":""start"",""sessionOffsetMs"":2,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":551,""mediaOffsetMs"":0}]"
